Data,GHI_kWh_m2_dia,Temp_Media_C,Temp_Min_C,Temp_Max_C
2026-04-02,5.2154,22.89,17.79,28.47
2026-04-03,3.8412,23.22,17.9,29.08
2026-04-04,5.1626,23.73,17.97,29.6
2026-04-05,5.0652,23.57,18.24,30.1
2026-04-06,5.4821,23.19,19.6,28.46
2026-04-07,3.9758,22.89,18.88,28.04
2026-04-08,3.299,22.66,18.55,28.17
2026-04-09,5.4247,23.07,18.05,28.57
2026-04-10,3.6898,22.41,18.09,28.52
2026-04-11,3.6859,21.37,16.06,27.88
2026-04-12,5.9218,22.0,16.53,28.55
2026-04-13,5.4204,21.34,15.54,28.3
2026-04-14,5.4278,21.65,15.56,29.17
2026-04-15,5.6698,21.11,14.59,28.91
2026-04-16,5.9825,21.43,14.12,28.74
2026-04-17,5.9369,22.86,15.19,30.21
2026-04-18,3.6382,23.28,16.92,30.02
2026-04-19,5.3698,22.95,17.53,30.55
2026-04-20,5.7403,20.77,13.81,30.51
2026-04-21,5.604,20.17,12.43,30.34
2026-04-22,5.3263,21.03,13.53,30.66
2026-04-23,5.527,21.92,15.4,30.18
2026-04-24,4.5787,21.73,15.65,28.87
2026-04-25,4.7753,22.95,15.77,30.13
2026-04-26,5.0782,23.29,16.66,31.07
2026-04-27,5.0002,23.91,17.99,31.25
2026-04-28,4.3598,24.33,18.04,32.03
2026-04-29,5.0822,24.17,18.9,31.81
2026-04-30,4.6723,23.63,18.2,31.72
2026-05-01,3.4022,23.57,19.1,30.94
2026-05-02,5.135,22.45,15.74,30.49
2026-05-03,4.8365,21.75,16.32,29.75
2026-05-04,4.9234,21.62,14.79,29.96
2026-05-05,4.9181,23.41,17.21,31.31
2026-05-06,5.2879,23.28,16.71,31.65
2026-05-07,4.787,22.33,15.83,30.39
2026-05-08,4.8163,23.37,18.79,30.75
2026-05-09,4.0726,22.89,18.35,30.89
2026-05-10,3.2306,20.47,15.26,27.93
2026-05-11,3.9677,15.63,10.09,23.25
2026-05-12,5.1518,16.44,7.78,27.75
2026-05-13,5.017,19.23,11.73,27.59
2026-05-14,3.5066,20.93,13.92,29.71
2026-05-15,3.2431,20.1,16.75,24.37
2026-05-16,2.7211,21.65,15.18,29.27
2026-05-17,3.7361,22.52,16.5,30.51
2026-05-18,2.88,21.02,16.95,27.51
2026-05-19,1.7076,19.45,16.92,23.87
2026-05-20,3.4908,20.17,15.61,26.12
2026-05-21,3.7325,18.91,13.6,26.8
2026-05-22,2.3652,19.22,13.28,26.44
